impl,graph_name,variant_or_mode,threads,runtime_seconds,total_levels,delta_unreached,source,directed,alpha,beta
ours,soc-Epinions1,hybrid_omp,16,0.014500555,10,,0,1,6.0,32.0
ours,soc-Epinions1,hybrid_omp,16,0.010598312,10,,0,1,6.0,48.0
ours,soc-Epinions1,hybrid_omp,16,0.011428339,10,,0,1,6.0,64.0
ours,soc-Epinions1,hybrid_omp,16,0.011973750,10,,0,1,8.0,8.0
ours,soc-Epinions1,hybrid_omp,16,0.012285740,10,,0,1,8.0,16.0
ours,soc-Epinions1,hybrid_omp,16,0.012919965,10,,0,1,8.0,24.0
ours,soc-Epinions1,hybrid_omp,16,0.012218405,10,,0,1,8.0,32.0
ours,soc-Epinions1,hybrid_omp,16,0.012056398,10,,0,1,8.0,48.0
ours,soc-Epinions1,hybrid_omp,16,0.012915791,10,,0,1,8.0,64.0
ours,soc-Epinions1,hybrid_omp,16,0.012731917,10,,0,1,10.0,8.0
ours,soc-Epinions1,hybrid_omp,16,0.012467235,10,,0,1,10.0,16.0
ours,soc-Epinions1,hybrid_omp,16,0.014173213,10,,0,1,10.0,24.0
ours,soc-Epinions1,hybrid_omp,16,0.014505987,10,,0,1,10.0,32.0
ours,soc-Epinions1,hybrid_omp,16,0.013085443,10,,0,1,10.0,48.0
ours,soc-Epinions1,hybrid_omp,16,0.015812154,10,,0,1,10.0,64.0
ours,soc-Epinions1,hybrid_omp,16,0.014067353,10,,0,1,12.0,8.0
ours,soc-Epinions1,hybrid_omp,16,0.015129992,10,,0,1,12.0,16.0
ours,soc-Epinions1,hybrid_omp,16,0.012889170,10,,0,1,12.0,24.0
ours,soc-Epinions1,hybrid_omp,16,0.013441614,10,,0,1,12.0,32.0
ours,soc-Epinions1,hybrid_omp,16,0.012223609,10,,0,1,12.0,48.0
ours,soc-Epinions1,hybrid_omp,16,0.012471467,10,,0,1,12.0,64.0
ours,soc-Epinions1,hybrid_omp,16,0.014785273,10,,0,1,14.0,8.0
ours,soc-Epinions1,hybrid_omp,16,0.018059722,10,,0,1,14.0,16.0
ours,soc-Epinions1,hybrid_omp,16,0.015981343,10,,0,1,14.0,24.0
ours,soc-Epinions1,hybrid_omp,16,0.013496970,10,,0,1,14.0,32.0
ours,soc-Epinions1,hybrid_omp,16,0.013786427,10,,0,1,14.0,48.0
ours,soc-Epinions1,hybrid_omp,16,0.012767946,10,,0,1,14.0,64.0
ours,soc-Epinions1,hybrid_omp,16,0.013808111,10,,0,1,16.0,8.0
ours,soc-Epinions1,hybrid_omp,16,0.013692618,10,,0,1,16.0,16.0
ours,soc-Epinions1,hybrid_omp,16,0.014444881,10,,0,1,16.0,24.0
ours,soc-Epinions1,hybrid_omp,16,0.014428133,10,,0,1,16.0,32.0
ours,soc-Epinions1,hybrid_omp,16,0.012149541,10,,0,1,16.0,48.0
ours,soc-Epinions1,hybrid_omp,16,0.012631416,10,,0,1,16.0,64.0
ours,soc-Epinions1,hybrid_omp,16,0.013322090,10,,0,1,20.0,8.0
ours,soc-Epinions1,hybrid_omp,16,0.015301388,10,,0,1,20.0,16.0
ours,soc-Epinions1,hybrid_omp,16,0.012774887,10,,0,1,20.0,24.0
ours,soc-Epinions1,hybrid_omp,16,0.012962364,10,,0,1,20.0,32.0
ours,soc-Epinions1,hybrid_omp,16,0.012473070,10,,0,1,20.0,48.0
ours,soc-Epinions1,hybrid_omp,16,0.013594070,10,,0,1,20.0,64.0
